day,season,doy,scene,sun_elevation,scene_cloud,landsat_ice,landsat_share
2024-04-15,2024,106,LC09_L1TP_011010_20240415_20240415_02_T1,29.15295607,0.01,0.9992520328678128,1.0
2024-04-16,2024,107,LC08_L1TP_010011_20240416_20240423_02_T1,30.77081939,0.01,0.9850453133424045,0.6831591132313737
2024-04-21,2024,112,LC08_L1TP_013010_20240421_20240430_02_T1,31.23549936,92.3,,0.0
2024-04-22,2024,113,LC09_L1TP_012010_20240422_20240422_02_T1,31.57026951,88.4,1.0,0.0020515669911419323
2024-04-23,2024,114,LC08_L1TP_011010_20240423_20240430_02_T1,31.90006697,83.47,1.0,0.07337913741580918
2024-04-24,2024,115,LC09_L1TP_010010_20240424_20240424_02_T1,32.22791338,55.15,0.018983346532153472,0.6206631262889076
2024-04-29,2024,120,LC09_L1GT_013010_20240429_20240429_02_T2,33.81760381,100.0,,0.0
2024-04-30,2024,121,LC08_L1GT_012010_20240430_20240511_02_T2,34.12081873,94.17,,0.0
2024-05-01,2024,122,LC09_L1GT_011010_20240501_20240501_02_T2,34.42186054,75.33,,0.0
2024-05-02,2024,123,LC08_L1GT_010011_20240502_20240513_02_T2,35.98992584,98.18,,0.0
2024-05-07,2024,128,LC08_L1TP_013010_20240507_20240514_02_T1,36.13830063,99.92,,0.0
2024-05-08,2024,129,LC09_L1GT_012010_20240508_20240508_02_T2,36.4077253,91.78,,0.0
2024-05-09,2024,130,LC08_L1GT_084234_20240509_20240514_02_T2,4.89873232,22.88,,0.0
2024-05-10,2024,131,LC08_L1TP_082234_20240510_20240520_02_T1,5.39709707,12.6,0.9863610484516097,0.988435003437087
2024-05-11,2024,132,LC09_L1TP_081234_20240511_20240512_02_T2,5.61203056,100.0,,0.0
2024-05-15,2024,136,LC09_L1TP_013010_20240515_20240516_02_T1,38.15478792,17.57,0.9232133406008326,0.9017705450543345
2024-05-16,2024,137,LC08_L1TP_012010_20240516_20240521_02_T1,38.38126463,17.2,0.9450500591499869,0.44860575364812066
2024-05-17,2024,138,LC09_L1TP_011010_20240517_20240517_02_T1,38.60406118,0.01,0.6726406435977227,0.9934855624534746
2024-05-18,2024,139,LC08_L1TP_010011_20240518_20240605_02_T1,40.09194342,19.19,0.6454106484815113,0.6211151255787849
2024-05-19,2024,140,LC09_L1TP_082234_20240519_20240519_02_T1,7.19400851,4.22,0.7093180852466703,0.9723430248503175
2024-05-23,2024,144,LC08_L1TP_013010_20240523_20240605_02_T1,39.82161008,72.79,1.0,1.4246992994041195e-05
2024-05-24,2024,145,LC09_L1TP_012010_20240524_20240524_02_T1,40.00415992,23.06,0.6171122307433543,0.9423352958566182
2024-05-25,2024,146,LC08_L1TP_011010_20240525_20240610_02_T1,40.17873518,0.02,0.6450504633136683,0.9309626336991249
2024-05-26,2024,147,LC09_L1TP_083234_20240526_20240526_02_T1,8.53292449,4.47,0.8148638779252261,0.9168509871385271
2024-05-27,2024,148,LC09_L1TP_081234_20240527_20240528_02_T2,8.86626333,66.01,0.9106087956918443,0.9411670424311069
2024-05-31,2024,152,LC09_L1TP_013010_20240531_20240531_02_T1,41.10925286,45.36,0.6314503745754037,0.918546379304818
2024-06-01,2024,153,LC08_L1TP_012010_20240601_20240611_02_T1,41.24247268,14.5,0.5255166802891225,0.9456192277417448
2024-06-02,2024,154,LC09_L1TP_011010_20240602_20240602_02_T1,41.36635673,44.45,0.4500191542655076,0.6043396340659849
2024-06-03,2024,155,LC08_L1TP_010010_20240603_20240626_02_T1,41.48686803,0.03,0.7176907403977302,0.4230430864685622
2024-06-04,2024,156,LC09_L1TP_082234_20240604_20240604_02_T1,9.86209537,0.6,0.3992124883328106,0.9425490007515289
2024-06-08,2024,160,LC08_L1TP_013010_20240608_20240627_02_T1,41.98658239,25.49,0.0011189681183460722,0.9962993435697978
2024-06-09,2024,161,LC09_L1TP_012010_20240609_20240609_02_T1,42.063646,65.85,,0.0
2024-06-10,2024,162,LC08_L1TP_011010_20240610_20240628_02_T1,42.13793528,55.88,0.0006888303509250007,0.941070875228397
2024-06-11,2024,163,LC09_L1TP_083234_20240611_20240611_02_T1,10.56284101,7.26,0.002553956834532374,0.0990166013085863
2024-06-12,2024,164,LC09_L1GT_081234_20240612_20240613_02_T2,10.7059783,99.96,,0.0
2024-06-15,2024,167,LC08_L1GT_014010_20240615_20240705_02_T2,42.3994995,99.99,,0.0
2024-06-16,2024,168,LC09_L1TP_013010_20240616_20240616_02_T1,42.42796018,0.38,0.0021441666160405106,0.9966804506323884
2024-06-17,2024,169,LC08_L1TP_012010_20240617_20240705_02_T1,42.4553487,12.82,0.0018467023172905525,0.9990703837071389
2024-06-18,2024,170,LC09_L1TP_011010_20240618_20240618_02_T1,42.46966264,10.4,0.0018872755896550742,0.7511228411353429
2024-06-19,2024,171,LC09_L1TP_082234_20240619_20240620_02_T1,11.00475671,1.83,0.00392704021289178,0.3854666424467786
2024-06-20,2024,172,LC08_L1TP_081234_20240620_20240706_02_T2,11.06005935,0.02,0.0017858606886079198,0.9992021683923337
2024-06-24,2024,176,LC08_L1TP_013010_20240624_20240708_02_T1,42.43463421,68.43,0.0011288022813688212,0.05995134651892535
2024-06-25,2024,177,LC09_L1TP_012010_20240625_20240625_02_T1,42.39980642,72.85,,0.0
2024-06-26,2024,178,LC08_L1TP_011010_20240626_20240709_02_T1,42.36746663,54.84,0.0,0.00012109944044935016
2024-06-27,2024,179,LC09_L1TP_083234_20240627_20240627_02_T1,10.97551994,10.54,0.0007324044301536263,0.9969333347580326
2024-06-28,2024,180,LC09_L1TP_081234_20240628_20240629_02_T1,10.94047015,38.81,0.0020049231208305093,0.9983936515399219
2025-02-14,2025,45,LC08_L1TP_010011_20250214_20250226_02_T1,7.4171282,98.76,,0.0
2025-02-19,2025,50,LC08_L1TP_013010_20250219_20250226_02_T1,7.94554341,0.43,0.01290315683696268,0.9995298492311966
2025-02-20,2025,51,LC09_L1TP_012010_20250220_20250220_02_T1,8.30491087,0.26,0.013935228514885439,0.9970686811914761
2025-02-21,2025,52,LC08_L1GT_011010_20250221_20250303_02_T2,8.66552885,48.57,1.0,0.0002279518879046591
2025-02-22,2025,53,LC09_L1TP_010011_20250222_20250222_02_T1,10.26120366,76.54,,0.0
2025-02-27,2025,58,LC09_L1TP_013010_20250227_20250227_02_T1,10.90176822,9.26,0.5661818661521845,0.8639875196341372
2025-02-28,2025,59,LC08_L1TP_012010_20250228_20250304_02_T1,11.27932324,89.0,,0.0
2025-03-01,2025,60,LC09_L1TP_011010_20250301_20250301_02_T1,11.65989049,20.35,0.085669692098073,0.9881215695912181
2025-03-02,2025,61,LC08_L1GT_010010_20250302_20250311_02_T2,12.04093608,99.91,,0.0
2025-03-07,2025,66,LC08_L1TP_013010_20250307_20250312_02_T1,13.98669109,6.23,1.0,0.06598494805190179
2025-03-08,2025,67,LC09_L1TP_012010_20250308_20250308_02_T1,14.3776002,2.51,0.956961994834717,0.5916384398117972
2025-03-09,2025,68,LC08_L1TP_011010_20250309_20250324_02_T1,14.76796445,84.47,0.3977048851187713,0.5676785593440684
2025-03-10,2025,69,LC09_L1TP_010011_20250310_20250310_02_T1,16.39878659,100.0,,0.0
2025-03-15,2025,74,LC09_L1TP_013010_20250315_20250315_02_T1,17.14409943,3.89,0.0033131065775969175,0.9890440623875824
2025-03-16,2025,75,LC08_L1TP_012010_20250316_20250327_02_T1,17.53849726,94.91,,0.0
2025-03-17,2025,76,LC09_L1TP_011010_20250317_20250317_02_T1,17.93480419,4.37,0.4084998675036779,0.7795740861444431
2025-03-18,2025,77,LC08_L1TP_010011_20250318_20250327_02_T1,19.57242422,42.47,,0.0
2025-03-23,2025,82,LC08_L1TP_013010_20250323_20250331_02_T1,20.31763452,9.94,0.9557844976905312,0.987031674627174
2025-03-24,2025,83,LC09_L1TP_012010_20250324_20250324_02_T1,20.71230197,7.75,0.9909259694132151,0.9707046206560028
2025-03-25,2025,84,LC08_L1TP_011010_20250325_20250401_02_T1,21.10440951,33.54,1.0,0.3300030987209762
2025-03-26,2025,85,LC09_L1TP_010011_20250326_20250326_02_T1,22.74804202,29.29,,0.0
2025-03-31,2025,90,LC09_L1TP_013010_20250331_20250331_02_T1,23.4581257,13.21,0.9957721445947919,0.999985753007006
2025-04-01,2025,91,LC08_L1TP_012010_20250401_20250411_02_T1,23.84290579,26.25,1.0,0.6994774915319435
2025-04-02,2025,92,LC09_L1TP_011010_20250402_20250402_02_T1,24.22823415,0.75,0.9999572433353049,0.9996331399304035
2025-04-03,2025,93,LC08_L1TP_010011_20250403_20250411_02_T1,25.86625264,6.84,0.9812516162399794,0.5764960712782377
2025-04-08,2025,98,LC08_L1TP_013010_20250408_20250416_02_T1,26.50913336,39.76,,0.0
2025-04-09,2025,99,LC09_L1TP_012010_20250409_20250410_02_T1,26.88092319,12.46,0.9203066562583742,0.9171038712641713
2025-04-10,2025,100,LC08_L1TP_011010_20250410_20250416_02_T1,27.24888912,41.74,0.8463373629012889,0.2224489868607107
2025-04-11,2025,101,LC09_L1TP_010010_20250411_20250411_02_T1,27.61625246,75.5,1.0,0.0033943460808303146
2025-04-16,2025,106,LC09_L1TP_013010_20250416_20250416_02_T1,29.42278943,99.95,,0.0
2025-04-17,2025,107,LC08_L1TP_012010_20250417_20250425_02_T1,29.77257791,0.08,0.7393260838734653,0.9292351857985974
2025-04-18,2025,108,LC09_L1TP_011010_20250418_20250418_02_T1,30.12102247,7.82,0.9053838228704275,0.9299617824412935
2025-04-19,2025,109,LC08_L1TP_010011_20250419_20250425_02_T1,31.73293929,11.07,0.9199536941205333,0.5719315630700155
2025-04-24,2025,114,LC08_L1TP_013010_20250424_20250429_02_T1,32.15118823,7.42,0.6864720088820722,0.9335377776827978
2025-04-25,2025,115,LC09_L1TP_012010_20250425_20250425_02_T1,32.47671318,13.19,0.694453804435031,0.8879010973746354
2025-04-26,2025,116,LC08_L1TP_011010_20250426_20250507_02_T1,32.79686418,52.06,0.9994221323316961,0.2218897923856946
2025-04-27,2025,117,LC09_L1TP_010010_20250427_20250427_02_T1,33.11470966,16.93,0.6658238411148663,0.42682210136023163
2025-05-02,2025,122,LC09_L1TP_013010_20250502_20250502_02_T1,34.65012327,71.29,,0.0
2025-05-03,2025,123,LC08_L1TP_012010_20250503_20250512_02_T1,34.94179097,80.51,0.6771277148498389,0.27419762716331686
2025-05-04,2025,124,LC09_L1TP_011010_20250504_20250504_02_T1,35.23053473,50.96,0.5222975702212279,0.9170504450404436
2025-05-05,2025,125,LC08_L1TP_010011_20250505_20250512_02_T1,36.78723112,44.21,0.1723359944463728,0.15158902764136384
2025-05-10,2025,130,LC08_L1TP_013010_20250510_20250514_02_T2,36.87094375,93.27,,0.0
2025-05-11,2025,131,LC09_L1TP_012010_20250511_20250511_02_T1,37.1246293,98.6,,0.0
2025-05-12,2025,132,LC08_L1TP_011010_20250512_20250515_02_T1,37.37544325,0.01,0.05998413213603087,0.9876371718294208
2025-05-13,2025,133,LC09_L1TP_083234_20250513_20250513_02_T1,5.79585869,6.4,0.00968115031485157,0.9977596603516871
2025-05-14,2025,134,LC08_L1TP_082234_20250514_20250528_02_T1,6.08031573,14.85,0.16018556575482182,0.9358992167715602
2025-05-18,2025,138,LC09_L1TP_013010_20250518_20250518_02_T1,38.76960994,98.02,,0.0
2025-05-19,2025,139,LC08_L1TP_012010_20250519_20250529_02_T1,38.98319932,92.71,,0.0
2025-05-20,2025,140,LC09_L1TP_084233_20250520_20250520_02_T2,6.00640454,29.35,1.0,0.000703941212324122
2025-05-21,2025,141,LC08_L1GT_010010_20250521_20250529_02_T2,39.39067222,42.68,,0.0
2025-05-22,2025,142,LC08_L1GT_081234_20250522_20250602_02_T2,7.98267155,0.01,0.009953025440677178,0.07658114909121994
2025-05-26,2025,146,LC08_L1TP_013010_20250526_20250603_02_T1,40.31318784,77.69,,0.0
2025-05-27,2025,147,LC09_L1TP_012010_20250527_20250527_02_T1,40.47608814,42.24,0.0013904197550838801,0.7044496920868639
2025-05-28,2025,148,LC08_L1TP_011010_20250528_20250603_02_T1,40.63690834,0.01,0.0010445260418523404,0.9991060011896239
2025-05-29,2025,149,LC09_L1TP_010010_20250529_20250529_02_T1,40.78733376,0.01,0.0007279126873338585,0.7731095130733969
2025-05-30,2025,150,LC08_L1TP_082234_20250530_20250606_02_T1,9.17673996,0.01,0.0007451378861614703,0.9990169574834111
2025-06-02,2025,153,LC08_L1TP_014010_20250602_20250607_02_T1,41.34118185,36.62,0.11460383112949385,0.8070939156472128
2025-06-03,2025,154,LC09_L1TP_013010_20250603_20250603_02_T1,41.46136228,3.26,0.0010801869472063085,0.9990953159448784
2025-06-04,2025,155,LC08_L1TP_012010_20250604_20250607_02_T1,41.57558402,52.12,,0.0
2025-06-05,2025,156,LC09_L1TP_084234_20250605_20250605_02_T2,9.97579764,70.78,,0.0
2025-06-06,2025,157,LC08_L1GT_083234_20250606_20250617_02_T2,10.09229284,82.57,,0.0
2025-06-07,2025,158,LC08_L1TP_081234_20250607_20250617_02_T1,10.2990031,73.11,1.0,0.005250016918304181
2025-06-10,2025,161,LC09_L1GT_014010_20250610_20250610_02_T2,42.12290892,94.77,,0.0
2025-06-11,2025,162,LC08_L1TP_013010_20250611_20250618_02_T1,42.19064635,83.45,,0.0
2025-06-12,2025,163,LC09_L1TP_012010_20250612_20250612_02_T1,42.25050837,3.81,0.00045631171794231935,0.9991060011896239
2025-06-13,2025,164,LC08_L1TP_084234_20250613_20250626_02_T1,10.70763198,0.37,,0.0
2025-06-14,2025,165,LC09_L1TP_010011_20250614_20250614_02_T1,43.61052835,68.33,,0.0
2025-06-15,2025,166,LC09_L1TP_081234_20250615_20250616_02_T1,10.87027515,1.93,0.0005886067143973203,0.9984399542671525
2025-06-19,2025,170,LC09_L1TP_013010_20250619_20250619_02_T1,42.48350234,8.19,0.0007451538261331507,0.9989955869939201
2025-06-20,2025,171,LC08_L1TP_012010_20250620_20250627_02_T1,42.49005149,13.13,0.000643097700079541,0.8418405690249002
2025-06-21,2025,172,LC09_L1TP_011010_20250621_20250621_02_T1,42.48803196,28.22,,0.0
2025-06-22,2025,173,LC08_L1TP_010011_20250622_20250630_02_T1,43.73440027,50.5,,0.0
2025-06-23,2025,174,LC08_L1TP_081234_20250623_20250701_02_T1,11.03685423,9.51,0.007436895752220132,0.08141800321269692
2025-06-27,2025,178,LC08_L1TP_013010_20250627_20250710_02_T1,42.33610105,58.04,0.0002483546504408295,0.05736551729050687
2025-06-28,2025,179,LC09_L1TP_012010_20250628_20250628_02_T1,42.28601987,95.09,,0.0
2025-06-29,2025,180,LC08_L1GT_084234_20250629_20250711_02_T2,10.91778305,63.06,,0.0
2026-02-14,2026,45,LC09_L1TP_013010_20260214_20260214_02_T1,6.11021059,7.01,0.27447627861742263,0.9082529268666232
2026-02-15,2026,46,LC08_L1TP_012010_20260215_20260221_02_T1,6.45135042,33.14,0.8072226462221606,0.10267095501155787
2026-02-16,2026,47,LC09_L1TP_011010_20260216_20260216_02_T1,6.7977838,72.23,,0.0
2026-02-17,2026,48,LC08_L1TP_010011_20260217_20260226_02_T1,8.3748709,56.59,1.0,0.0019775150834853376
2026-02-22,2026,53,LC08_L1GT_013010_20260222_20260227_02_T2,8.94719056,90.79,,0.0
2026-02-23,2026,54,LC09_L1GT_012010_20260223_20260223_02_T2,9.31466527,100.0,,0.0
2026-02-24,2026,55,LC08_L1GT_011010_20260224_20260306_02_T2,9.68207562,100.0,,0.0
2026-02-25,2026,56,LC09_L1TP_010010_20260225_20260225_02_T1,10.05432027,37.04,1.0,0.2605632548680194
2026-03-02,2026,61,LC09_L1TP_013010_20260302_20260302_02_T2,11.95376967,77.82,,0.0
2026-03-03,2026,62,LC08_L1TP_012010_20260303_20260307_02_T1,12.33569519,83.29,,0.0
2026-03-04,2026,63,LC09_L1TP_011010_20260304_20260304_02_T1,12.7210849,14.61,0.05083800703136598,0.983722810504308
2026-03-05,2026,64,LC08_L1TP_010011_20260305_20260313_02_T1,14.34035713,16.3,1.0,0.008317840606145644
2026-03-10,2026,69,LC08_L1TP_013010_20260310_20260314_02_T1,15.06799391,24.51,0.4354427877340917,0.9368751357916519
2026-03-11,2026,70,LC09_L1TP_012010_20260311_20260311_02_T1,15.46197263,0.46,0.36271796964806585,0.9512254194848999
2026-03-12,2026,71,LC08_L1TP_011010_20260312_20260328_02_T1,15.85438476,0.84,0.3394699362939114,0.8828042356310172
2026-03-13,2026,72,LC09_L1TP_010010_20260313_20260313_02_T1,16.24966186,46.19,,0.0
2026-03-18,2026,77,LC09_L1TP_013010_20260318_20260318_02_T2,18.23979034,99.91,,0.0
2026-03-19,2026,78,LC08_L1GT_012010_20260319_20260329_02_T2,18.63446406,100.0,,0.0
2026-03-20,2026,79,LC09_L1TP_011010_20260320_20260320_02_T1,19.03074134,12.07,1.0,0.9753847578545454
2026-03-21,2026,80,LC08_L1TP_010011_20260321_20260329_02_T1,20.67036607,8.25,0.9893281347348112,0.6545136452925494
2026-03-26,2026,85,LC08_L1TP_013010_20260326_20260330_02_T1,21.40770799,22.17,0.9953978770392534,0.9999252032867813
2026-03-27,2026,86,LC09_L1TP_012010_20260327_20260327_02_T1,21.80001265,0.31,0.994012551913775,0.9999750677622604
2026-03-28,2026,87,LC08_L1TP_011010_20260328_20260406_02_T1,22.18992062,8.92,0.9946252453189057,0.999985753007006
2026-03-29,2026,88,LC09_L1TP_010010_20260329_20260329_02_T1,22.58031332,73.18,1.0,0.7414633798853829
2026-04-03,2026,93,LC09_L1TP_013010_20260403_20260403_02_T1,24.52155046,79.79,1.0,0.3456961615039126
2026-04-04,2026,94,LC08_L1TP_012010_20260404_20260415_02_T1,24.90198133,10.67,0.9999785453765286,0.66405234345226
2026-04-05,2026,95,LC09_L1TP_011010_20260405_20260405_02_T1,25.28211563,7.35,0.9956401872154902,0.9999465737762724
2026-04-06,2026,96,LC08_L1TP_010010_20260406_20260416_02_T1,25.65924733,5.6,1.0,0.4177752608090155
2026-04-11,2026,101,LC08_L1TP_013010_20260411_20260423_02_T1,27.52999254,6.69,0.9964773180600672,0.9999679442657634
2026-04-12,2026,102,LC09_L1TP_012010_20260412_20260412_02_T1,27.8957988,7.07,0.9982511317777548,0.999971506014012
2026-04-13,2026,103,LC08_L1TP_011010_20260413_20260423_02_T1,28.25744439,0.8,0.9969867180515535,0.999985753007006
2026-04-14,2026,104,LC09_L1TP_010010_20260414_20260414_02_T1,28.61815633,6.69,0.9999300385371058,0.610921744829232
2026-04-19,2026,109,LC09_L1TP_013010_20260419_20260419_02_T1,30.38777624,16.75,0.9965872374078679,0.9998219125875745
2026-04-20,2026,110,LC08_L1GT_012010_20260420_20260501_02_T2,30.72920181,100.0,,0.0
2026-04-21,2026,111,LC09_L1GT_011010_20260421_20260421_02_T2,31.0693045,100.0,,0.0
2026-04-22,2026,112,LC08_L1GT_010011_20260422_20260501_02_T2,32.67366823,100.0,,0.0
2026-04-27,2026,117,LC08_L1TP_013010_20260427_20260506_02_T1,33.04135792,74.55,,0.0
2026-04-28,2026,118,LC09_L1TP_012010_20260428_20260428_02_T1,33.35597906,77.45,1.0,0.00988385138961608
2026-04-29,2026,119,LC08_L1TP_011010_20260429_20260506_02_T1,33.66544934,21.25,0.8757817898336315,0.8041145315766791
2026-04-30,2026,120,LC09_L1TP_010011_20260430_20260430_02_T1,35.2449248,0.15,1.0,0.4590027360740845
2026-05-05,2026,125,LC09_L1TP_013010_20260505_20260505_02_T1,35.44773393,0.84,0.7035884671230035,0.9959289217519527
2026-05-06,2026,126,LC08_L1TP_012010_20260506_20260515_02_T1,35.72732127,42.95,0.4922017955169259,0.9966056539191697
2026-05-07,2026,127,LC09_L1TP_011010_20260507_20260507_02_T1,36.00334048,19.98,0.4902604401048265,0.9418580215913179
2026-05-08,2026,128,LC08_L1TP_010010_20260508_20260515_02_T1,36.2730382,34.94,0.5510822839465168,0.7506669373595336
2026-05-09,2026,129,LC08_L1TP_081234_20260509_20260515_02_T1,5.02402394,56.93,1.0,1.7808741242551493e-05
2026-05-13,2026,133,LC08_L1TP_013010_20260513_20260520_02_T1,37.56207399,75.9,0.45026274545957407,0.03863428325159121
2026-05-14,2026,134,LC09_L1TP_012010_20260514_20260514_02_T1,37.80346506,8.24,0.11610809378725659,0.48397747550407644
2026-05-15,2026,135,LC08_L1TP_084234_20260515_20260520_02_T2,6.23726374,2.76,,0.0
2026-05-16,2026,136,LC09_L1TP_010010_20260516_20260516_02_T1,38.26896411,13.18,,0.0
2026-05-17,2026,137,LC09_L1TP_081234_20260517_20260518_02_T2,6.87936489,21.23,0.004129740429169104,0.39587050908067717
2026-05-21,2026,141,LC09_L1TP_013010_20260521_20260521_02_T1,39.34343641,67.05,,0.0
2026-05-22,2026,142,LC08_L1TP_012010_20260522_20260529_02_T1,39.53936086,29.52,0.0,0.0414658731091569
2026-05-23,2026,143,LC09_L1TP_011010_20260523_20260523_02_T1,39.73033438,4.37,0.0011414801192212568,0.056165208130758905
2026-05-24,2026,144,LC08_L1TP_083234_20260524_20260529_02_T2,8.11734575,51.59,0.0,0.005207275939322057
2026-05-25,2026,145,LC09_L1GT_082234_20260525_20260525_02_T2,8.27405681,66.0,1.0,0.002667749438134214
2026-05-29,2026,149,LC08_L1TP_013010_20260529_20260604_02_T1,40.75325229,0.07,0.0006986725222078052,0.9991843596510911
2026-05-30,2026,150,LC09_L1TP_012010_20260530_20260530_02_T1,40.89964046,0.18,0.000445740856963542,0.9988281848262401
2026-05-31,2026,151,LC08_L1TP_084233_20260531_20260604_02_T1,7.97525237,8.37,0.0014866530546956596,0.45618395185728877
2026-06-01,2026,152,LC09_L1TP_083234_20260601_20260601_02_T1,9.40700018,13.3,0.0027163516718953246,0.37238790287824874
2026-06-02,2026,153,LC09_L1GT_081234_20260602_20260603_02_T2,9.6777699,79.89,,0.0
2026-06-05,2026,156,LC08_L1TP_014010_20260605_20260613_02_T1,41.65702197,5.01,1.994662283728742e-05,0.8452441968681297
2026-06-06,2026,157,LC09_L1TP_013010_20260606_20260606_02_T1,41.75955276,16.67,0.0007236973447793971,0.9990846307001329
2026-06-07,2026,158,LC08_L1TP_012010_20260607_20260613_02_T1,41.85539109,20.74,0.0010180730489936392,0.7906653701903043
2026-06-08,2026,159,LC09_L1GT_084233_20260608_20260608_02_T2,8.93756551,53.09,0.06153846153846154,0.0008197272620268703
2026-06-09,2026,160,LC08_L1TP_010010_20260609_20260613_02_T2,42.02711833,13.51,1.0,0.08301010467978102
2026-06-10,2026,161,LC08_L1TP_081234_20260610_20260618_02_T1,10.57321833,5.03,0.000506062053186409,0.9994194350354928
2026-06-13,2026,164,LC09_L1TP_014010_20260613_20260613_02_T1,42.29151071,29.27,,0.0
2026-06-14,2026,165,LC08_L1TP_013010_20260614_20260619_02_T1,42.33984237,36.96,0.0003558085749866572,0.02002058690487639
2026-06-15,2026,166,LC09_L1TP_012010_20260615_20260615_02_T1,42.38160963,1.26,0.0007129514765225078,0.9991558656651031
2026-06-16,2026,167,LC08_L1TP_084233_20260616_20260626_02_T1,9.54980293,0.45,0.0014448750866436918,0.4396670873144643
2026-06-17,2026,168,LC09_L1TP_083234_20260617_20260617_02_T1,10.91883992,4.38,0.0023202717502273868,0.575646190175986
2026-06-18,2026,169,LC09_L1TP_081234_20260618_20260619_02_T2,10.98786881,14.35,0.0007833316180086223,0.6229283981749602
2026-06-22,2026,173,LC09_L1TP_013010_20260622_20260622_02_T1,42.48069812,66.79,0.001511443205394191,0.8789824797603656
2026-06-23,2026,174,LC08_L1TP_012010_20260623_20260706_02_T1,42.46729377,72.81,0.0,0.007946260342426476
2026-06-24,2026,175,LC09_L1TP_011010_20260624_20260624_02_T1,42.44679188,1.6,0.0006700586853595859,0.9674349357638703
2026-06-25,2026,176,LC08_L1TP_083234_20260625_20260706_02_T1,11.05818727,17.64,0.0,0.03611968898814294
2026-06-26,2026,177,LC08_L1TP_081234_20260626_20260707_02_T2,11.02115206,39.16,0.0006960739991245255,0.9926806073493113
