id,day,season,doy,hour,instrument,has_swir,sun_elevation,cloud,tier
LC08_L1GT_013010_20180608_20200831_02_T2,2018-06-08,2018,159,15,OLI,True,41.93522536,99.14,T2
LC08_L1GT_081234_20180604_20200831_02_T2,2018-06-04,2018,155,23,OLI,True,9.98017146,100.0,T2
LC08_L1TP_010011_20180603_20200831_02_T1,2018-06-03,2018,154,15,OLI,True,42.68370522,63.43,T1
LC08_L1GT_010010_20180603_20200831_02_T2,2018-06-03,2018,154,15,OLI,True,41.41754069,99.68,T2
LC08_L1GT_083234_20180603_20200831_02_T2,2018-06-03,2018,154,0,OLI,True,9.73454206,65.47,T2
LC08_L1TP_012010_20180601_20200831_02_T1,2018-06-01,2018,152,15,OLI,True,41.16616789,96.26,T1
LE07_L1GT_081234_20180527_20200829_02_T2,2018-05-27,2018,147,23,ETM+,True,8.74978663,1.0,T2
LC08_L1GT_082234_20180526_20200901_02_T2,2018-05-26,2018,146,23,OLI,True,8.64455542,55.81,T2
LC08_L1TP_011010_20180525_20201015_02_T1,2018-05-25,2018,145,15,OLI,True,40.07926196,32.21,T1
LC08_L1GT_084234_20180525_20200901_02_T2,2018-05-25,2018,145,0,OLI,True,8.29395285,80.42,T2
LC08_L1GT_084233_20180525_20201015_02_T2,2018-05-25,2018,145,0,OLI,True,6.94953831,62.5,T2
LC08_L1TP_013010_20180523_20200901_02_T1,2018-05-23,2018,143,15,OLI,True,39.7153394,16.26,T1
LC08_L1TP_081234_20180519_20200901_02_T1,2018-05-19,2018,139,23,OLI,True,7.31893656,35.57,T1
LC08_L1TP_010011_20180518_20200901_02_T1,2018-05-18,2018,138,15,OLI,True,39.96866629,60.44,T1
LC08_L1TP_010010_20180518_20200901_02_T1,2018-05-18,2018,138,15,OLI,True,38.69630808,12.03,T1
LC08_L1TP_083234_20180518_20200901_02_T1,2018-05-18,2018,138,0,OLI,True,6.89636153,24.69,T1
LC08_L1TP_012010_20180516_20200901_02_T1,2018-05-16,2018,136,15,OLI,True,38.25174334,0.23,T1
LC08_L1TP_082234_20180510_20201015_02_T1,2018-05-10,2018,130,23,OLI,True,5.26437835,0.78,T1
LC08_L1TP_011010_20180509_20200901_02_T1,2018-05-09,2018,129,15,OLI,True,36.52125315,0.0,T1
LC08_L1TP_013010_20180507_20200901_02_T1,2018-05-07,2018,127,15,OLI,True,35.98412407,12.28,T1
LC08_L1TP_010011_20180502_20200901_02_T1,2018-05-02,2018,122,15,OLI,True,35.82336093,100.0,T1
LC08_L1TP_010010_20180502_20201015_02_T2,2018-05-02,2018,122,15,OLI,True,34.55082179,23.47,T2
LC08_L1TP_012010_20180430_20200901_02_T1,2018-04-30,2018,120,15,OLI,True,33.95144875,0.36,T1
LE07_L1GT_081234_20180425_20200829_02_T2,2018-04-25,2018,115,23,ETM+,True,1.03309222,2.0,T2
LC08_L1TP_011010_20180423_20201015_02_T1,2018-04-23,2018,113,15,OLI,True,31.71592572,0.0,T1
LC08_L1TP_013010_20180421_20201016_02_T1,2018-04-21,2018,111,15,OLI,True,31.0472419,35.93,T1
LC08_L1TP_010011_20180416_20201015_02_T1,2018-04-16,2018,106,15,OLI,True,30.57225204,0.1,T1
LC08_L1TP_010010_20180416_20200901_02_T1,2018-04-16,2018,106,15,OLI,True,29.30736336,0.0,T1
LC08_L1TP_012010_20180414_20200901_02_T1,2018-04-14,2018,104,15,OLI,True,28.59541632,33.27,T1
LC08_L1TP_011010_20180407_20200901_02_T1,2018-04-07,2018,97,15,OLI,True,26.01276895,43.32,T1
LC08_L1TP_013010_20180405_20200901_02_T1,2018-04-05,2018,95,15,OLI,True,25.25886483,16.39,T1
LC08_L1TP_010011_20180331_20200901_02_T1,2018-03-31,2018,90,15,OLI,True,24.58504185,8.25,T1
LC08_L1TP_010010_20180331_20200901_02_T1,2018-03-31,2018,90,15,OLI,True,23.33232792,14.5,T1
LC08_L1TP_012010_20180329_20200901_02_T1,2018-03-29,2018,88,15,OLI,True,22.55655546,36.44,T1
LC08_L1TP_011010_20180322_20200901_02_T1,2018-03-22,2018,81,15,OLI,True,19.79764793,0.03,T1
LC08_L1TP_013010_20180320_20200901_02_T2,2018-03-20,2018,79,15,OLI,True,19.00737557,74.86,T2
LC08_L1TP_010011_20180315_20200901_02_T1,2018-03-15,2018,74,15,OLI,True,18.25678209,45.99,T1
LC08_L1GT_010010_20180315_20200901_02_T2,2018-03-15,2018,74,15,OLI,True,17.01667997,100.0,T2
LC08_L1TP_012010_20180313_20200901_02_T1,2018-03-13,2018,72,15,OLI,True,16.22727947,9.59,T1
LC08_L1TP_011010_20180306_20200901_02_T1,2018-03-06,2018,65,15,OLI,True,13.47256068,3.97,T1
LC08_L1TP_013010_20180304_20200902_02_T1,2018-03-04,2018,63,15,OLI,True,12.69962077,39.14,T1
LC08_L1TP_010011_20180227_20200902_02_T1,2018-02-27,2018,58,15,OLI,True,12.0131839,0.61,T1
LC08_L1TP_010010_20180227_20200902_02_T1,2018-02-27,2018,58,15,OLI,True,10.78183231,12.16,T1
LC08_L1TP_012010_20180225_20200902_02_T1,2018-02-25,2018,56,15,OLI,True,10.03356349,36.25,T1
LC08_L1TP_011010_20180218_20200902_02_T1,2018-02-18,2018,49,15,OLI,True,7.47940835,40.88,T1
LC08_L1TP_013010_20180216_20200902_02_T1,2018-02-16,2018,47,15,OLI,True,6.77945513,100.0,T1
LC08_L1TP_011010_20190629_20201015_02_T1,2019-06-29,2019,180,15,OLI,True,42.26143502,19.39,T1
LC08_L1TP_084234_20190629_20200827_02_T1,2019-06-29,2019,180,0,OLI,True,10.92438851,59.62,T1
LC08_L1TP_084233_20190629_20200827_02_T1,2019-06-29,2019,180,0,OLI,True,9.58412454,31.96,T1
LC08_L1TP_013010_20190627_20200829_02_T1,2019-06-27,2019,178,15,OLI,True,42.35881912,56.06,T1
LC08_L1TP_081234_20190623_20200827_02_T2,2019-06-23,2019,174,23,OLI,True,11.02278663,48.92,T2
LC08_L1GT_010011_20190622_20200827_02_T2,2019-06-22,2019,173,15,OLI,True,43.73851183,97.73,T2
LC08_L1GT_010010_20190622_20200827_02_T2,2019-06-22,2019,173,15,OLI,True,42.48404033,99.99,T2
LC08_L1GT_083234_20190622_20200827_02_T2,2019-06-22,2019,173,0,OLI,True,11.01533244,99.99,T2
LC08_L1TP_012010_20190620_20200827_02_T1,2019-06-20,2019,171,15,OLI,True,42.48605861,88.0,T1
LC08_L1GT_082234_20190615_20200828_02_T2,2019-06-15,2019,166,0,OLI,True,10.7825579,49.11,T2
LC08_L1TP_011010_20190613_20200830_02_T1,2019-06-13,2019,164,15,OLI,True,42.27495693,62.43,T1
LC08_L1TP_084234_20190613_20200828_02_T1,2019-06-13,2019,164,0,OLI,True,10.65709455,2.99,T1
LC08_L1TP_084233_20190613_20200828_02_T1,2019-06-13,2019,164,0,OLI,True,9.30988029,0.68,T1
LC08_L1TP_013010_20190611_20200828_02_T1,2019-06-11,2019,162,15,OLI,True,42.15322167,0.41,T1
LC08_L1GT_081234_20190607_20200828_02_T2,2019-06-07,2019,158,23,OLI,True,10.22902248,90.45,T2
LE07_L1GT_082234_20190606_20200825_02_T2,2019-06-06,2019,157,23,ETM+,True,10.67862756,0.0,T2
LC08_L1TP_010011_20190606_20200828_02_T1,2019-06-06,2019,157,15,OLI,True,42.99504886,67.32,T1
LC08_L1TP_010010_20190606_20200828_02_T1,2019-06-06,2019,157,15,OLI,True,41.72765308,31.49,T1
LC08_L1TP_083234_20190606_20200828_02_T1,2019-06-06,2019,157,0,OLI,True,10.01603665,1.23,T1
LC08_L1TP_012010_20190604_20200829_02_T1,2019-06-04,2019,155,15,OLI,True,41.51201391,78.44,T1
LC08_L1TP_082234_20190530_20200828_02_T1,2019-05-30,2019,150,0,OLI,True,9.07847516,0.05,T1
LC08_L1TP_011010_20190528_20200828_02_T1,2019-05-28,2019,148,15,OLI,True,40.54843763,0.24,T1
LC08_L1TP_084234_20190528_20200828_02_T1,2019-05-28,2019,148,0,OLI,True,8.75995791,16.53,T1
LC08_L1TP_084233_20190528_20200828_02_T1,2019-05-28,2019,148,0,OLI,True,7.41166344,12.94,T1
LC08_L1TP_013010_20190526_20200829_02_T1,2019-05-26,2019,146,15,OLI,True,40.21785509,48.78,T1
LC08_L1TP_081234_20190522_20200828_02_T1,2019-05-22,2019,142,23,OLI,True,7.86424814,0.01,T1
LC08_L1TP_010011_20190521_20200829_02_T1,2019-05-21,2019,141,15,OLI,True,40.55534215,28.28,T1
LC08_L1TP_010010_20190521_20200828_02_T1,2019-05-21,2019,141,15,OLI,True,39.27981455,5.78,T1
LC08_L1TP_083234_20190521_20200828_02_T1,2019-05-21,2019,141,0,OLI,True,7.4723397,17.64,T1
LC08_L1TP_012010_20190519_20200828_02_T1,2019-05-19,2019,139,15,OLI,True,38.86680466,27.43,T1
LC08_L1TP_082234_20190514_20200828_02_T1,2019-05-14,2019,134,0,OLI,True,5.94045208,0.01,T1
LC08_L1TP_011010_20190512_20200829_02_T1,2019-05-12,2019,132,15,OLI,True,37.23838941,0.03,T1
LC08_L1TP_084234_20190512_20200828_02_T1,2019-05-12,2019,132,0,OLI,True,5.4628418,19.29,T1
LC08_L1TP_013010_20190510_20200829_02_T1,2019-05-10,2019,130,15,OLI,True,36.72859562,18.12,T1
LE07_L1GT_082234_20190505_20200825_02_T2,2019-05-05,2019,125,23,ETM+,True,4.39279769,0.0,T2
LC08_L1TP_010011_20190505_20200828_02_T1,2019-05-05,2019,125,15,OLI,True,36.6344973,27.34,T1
LC08_L1TP_010010_20190505_20200829_02_T1,2019-05-05,2019,125,15,OLI,True,35.35846785,23.32,T1
LC08_L1TP_012010_20190503_20200829_02_T1,2019-05-03,2019,123,15,OLI,True,34.78227512,0.59,T1
LC08_L1TP_014010_20190501_20200829_02_T1,2019-05-01,2019,121,15,OLI,True,34.18843397,1.13,T1
LC08_L1TP_011010_20190426_20200828_02_T1,2019-04-26,2019,116,15,OLI,True,32.62198022,26.12,T1
LC08_L1GT_013010_20190424_20200829_02_T2,2019-04-24,2019,114,15,OLI,True,31.9713037,100.0,T2
LC08_L1TP_010011_20190419_20200828_02_T1,2019-04-19,2019,109,15,OLI,True,31.54458856,0.27,T1
LC08_L1TP_010010_20190419_20200828_02_T1,2019-04-19,2019,109,15,OLI,True,30.27734862,2.21,T1
LC08_L1TP_012010_20190417_20200829_02_T1,2019-04-17,2019,107,15,OLI,True,29.58170822,22.24,T1
LC08_L1TP_011010_20190410_20200829_02_T1,2019-04-10,2019,100,15,OLI,True,27.04718442,0.15,T1
LC08_L1TP_013010_20190408_20200829_02_T1,2019-04-08,2019,98,15,OLI,True,26.30457721,39.56,T1
LC08_L1GT_010011_20190403_20200829_02_T2,2019-04-03,2019,93,15,OLI,True,25.6557923,99.94,T2
LC08_L1GT_010010_20190403_20200829_02_T2,2019-04-03,2019,93,15,OLI,True,24.40033203,63.14,T2
LC08_L1TP_012010_20190401_20200829_02_T1,2019-04-01,2019,91,15,OLI,True,23.63157158,24.21,T1
LC08_L1GT_011010_20190325_20200829_02_T2,2019-03-25,2019,84,15,OLI,True,20.89044366,95.67,T2
LC08_L1TP_013010_20190323_20200829_02_T1,2019-03-23,2019,82,15,OLI,True,20.10302103,44.06,T1
LC08_L1TP_010011_20190318_20200829_02_T1,2019-03-18,2019,77,15,OLI,True,19.35724857,12.86,T1
LC08_L1TP_010010_20190318_20200829_02_T1,2019-03-18,2019,77,15,OLI,True,18.11506595,35.33,T1
LC08_L1TP_012010_20190316_20200829_02_T1,2019-03-16,2019,75,15,OLI,True,17.32422825,2.96,T1
LC08_L1TP_011010_20190309_20200829_02_T1,2019-03-09,2019,68,15,OLI,True,14.55436246,0.64,T1
LC08_L1TP_013010_20190307_20200829_02_T1,2019-03-07,2019,66,15,OLI,True,13.7739939,99.98,T1
LC08_L1TP_010011_20190302_20200829_02_T1,2019-03-02,2019,61,15,OLI,True,13.06490292,62.03,T1
LC08_L1TP_010010_20190302_20200829_02_T1,2019-03-02,2019,61,15,OLI,True,11.83255734,46.75,T1
LC08_L1TP_012010_20190228_20200829_02_T1,2019-02-28,2019,59,15,OLI,True,11.07297858,0.23,T1
LC08_L1TP_011010_20190221_20200829_02_T1,2019-02-21,2019,52,15,OLI,True,8.46977189,62.77,T1
LC08_L1TP_013010_20190219_20200829_02_T1,2019-02-19,2019,50,15,OLI,True,7.75310287,63.28,T1
LC08_L1TP_010011_20190214_20200829_02_T1,2019-02-14,2019,45,15,OLI,True,7.23303975,42.48,T1
LC08_L1GT_010010_20190214_20200829_02_T2,2019-02-14,2019,45,15,OLI,True,6.00353115,53.77,T2
LC08_L1TP_081234_20200625_20200823_02_T1,2020-06-25,2020,177,23,OLI,True,10.99959451,26.61,T1
LC08_L1TP_010011_20200624_20200824_02_T1,2020-06-24,2020,176,15,OLI,True,43.68894181,47.57,T1
LC08_L1TP_010010_20200624_20200823_02_T1,2020-06-24,2020,176,15,OLI,True,42.43678146,81.52,T1
LC08_L1TP_083234_20200624_20200823_02_T1,2020-06-24,2020,176,0,OLI,True,11.0291675,40.94,T1
LC08_L1TP_012010_20200622_20200823_02_T1,2020-06-22,2020,174,15,OLI,True,42.47646788,38.83,T1
LC08_L1TP_082234_20200617_20200823_02_T1,2020-06-17,2020,169,0,OLI,True,10.92259124,41.49,T1
LC08_L1GT_011010_20200615_20200823_02_T2,2020-06-15,2020,167,15,OLI,True,42.39809624,63.4,T2
LC08_L1GT_084234_20200615_20200823_02_T2,2020-06-15,2020,167,0,OLI,True,10.83234154,83.83,T2
LC08_L1GT_084233_20200615_20200823_02_T2,2020-06-15,2020,167,0,OLI,True,9.48618738,80.18,T2
LC08_L1TP_013010_20200613_20200823_02_T1,2020-06-13,2020,165,15,OLI,True,42.31401373,6.5,T1
LC08_L1GT_081234_20200609_20200824_02_T2,2020-06-09,2020,161,23,OLI,True,10.49273148,95.27,T2
LC08_L1GT_010011_20200608_20200825_02_T2,2020-06-08,2020,160,15,OLI,True,43.24751574,90.9,T2
LC08_L1GT_010010_20200608_20200825_02_T2,2020-06-08,2020,160,15,OLI,True,41.98242457,94.02,T2
LC08_L1GT_083234_20200608_20200824_02_T2,2020-06-08,2020,160,0,OLI,True,10.31425802,63.82,T2
LC08_L1GT_012010_20200606_20200824_02_T2,2020-06-06,2020,158,15,OLI,True,41.80352354,100.0,T2
LC08_L1TP_014010_20200604_20200825_02_T1,2020-06-04,2020,156,15,OLI,True,41.59828944,1.72,T1
LC08_L1TP_082234_20200601_20200825_02_T2,2020-06-01,2020,153,0,OLI,True,9.49328837,54.35,T2
LC08_L1TP_011010_20200530_20200820_02_T1,2020-05-30,2020,151,15,OLI,True,40.96596755,3.17,T1
LC08_L1GT_084234_20200530_20200820_02_T2,2020-05-30,2020,151,0,OLI,True,9.20626356,69.37,T2
LC08_L1TP_084233_20200530_20200820_02_T1,2020-05-30,2020,151,0,OLI,True,7.85798231,45.26,T1
LC08_L1TP_013010_20200528_20200820_02_T1,2020-05-28,2020,149,15,OLI,True,40.66987874,90.04,T1
LC08_L1GT_081234_20200524_20200820_02_T2,2020-05-24,2020,145,23,OLI,True,8.38527245,4.94,T2
LC08_L1TP_010011_20200523_20200820_02_T1,2020-05-23,2020,144,15,OLI,True,41.08890399,4.21,T1
LC08_L1TP_010010_20200523_20200820_02_T1,2020-05-23,2020,144,15,OLI,True,39.81485265,5.54,T1
LC08_L1TP_083234_20200523_20200820_02_T1,2020-05-23,2020,144,0,OLI,True,8.02151132,13.21,T1
LC08_L1TP_012010_20200521_20200820_02_T1,2020-05-21,2020,142,15,OLI,True,39.43295344,0.18,T1
LC08_L1TP_014010_20200519_20200820_02_T1,2020-05-19,2020,140,15,OLI,True,39.02813932,69.94,T1
LC08_L1TP_082234_20200516_20200820_02_T2,2020-05-16,2020,137,0,OLI,True,6.58079939,0.06,T2
LC08_L1TP_011010_20200514_20200820_02_T1,2020-05-14,2020,135,15,OLI,True,37.91034429,22.25,T1
LC08_L1TP_084234_20200514_20200820_02_T2,2020-05-14,2020,135,0,OLI,True,6.1281189,55.62,T2
LC08_L1TP_013010_20200512_20200820_02_T1,2020-05-12,2020,133,15,OLI,True,37.42850553,0.46,T1
LC08_L1TP_010011_20200507_20200820_02_T1,2020-05-07,2020,128,15,OLI,True,37.3993692,6.58,T1
LC08_L1TP_010010_20200507_20200820_02_T1,2020-05-07,2020,128,15,OLI,True,36.12535907,1.63,T1
LC08_L1TP_012010_20200505_20200820_02_T1,2020-05-05,2020,126,15,OLI,True,35.57474821,1.23,T1
LC08_L1TP_011010_20200428_20200820_02_T1,2020-04-28,2020,119,15,OLI,True,33.49589489,97.84,T1
LC08_L1TP_013010_20200426_20200822_02_T1,2020-04-26,2020,117,15,OLI,True,32.86762881,56.29,T1
LC08_L1TP_010011_20200421_20200822_02_T1,2020-04-21,2020,112,15,OLI,True,32.4895011,0.77,T1
LC08_L1TP_010010_20200421_20200822_02_T1,2020-04-21,2020,112,15,OLI,True,31.22031948,3.27,T1
LC08_L1TP_012010_20200419_20200822_02_T1,2020-04-19,2020,110,15,OLI,True,30.54175683,70.88,T1
LC08_L1GT_011010_20200412_20200822_02_T2,2020-04-12,2020,103,15,OLI,True,28.05998912,100.0,T2
LC08_L1TP_013010_20200410_20200822_02_T1,2020-04-10,2020,101,15,OLI,True,27.33030169,0.03,T1
LC08_L1TP_010011_20200405_20200822_02_T1,2020-04-05,2020,96,15,OLI,True,26.71330126,0.01,T1
LC08_L1TP_010010_20200405_20200822_02_T1,2020-04-05,2020,96,15,OLI,True,25.45507101,0.0,T1
LC08_L1TP_012010_20200403_20200822_02_T1,2020-04-03,2020,94,15,OLI,True,24.69576679,1.07,T1
LC08_L1TP_011010_20200327_20200822_02_T2,2020-03-27,2020,87,15,OLI,True,21.97727965,100.0,T2
LC08_L1GT_013010_20200325_20200822_02_T2,2020-03-25,2020,85,15,OLI,True,21.1938052,100.0,T2
LC08_L1TP_010011_20200320_20200822_02_T1,2020-03-20,2020,80,15,OLI,True,20.45519439,57.08,T1
LC08_L1TP_010010_20200320_20200822_02_T1,2020-03-20,2020,80,15,OLI,True,19.20965014,12.03,T1
LC08_L1TP_012010_20200318_20200822_02_T1,2020-03-18,2020,78,15,OLI,True,18.41884487,0.71,T1
LC08_L1TP_011010_20200311_20200822_02_T1,2020-03-11,2020,71,15,OLI,True,15.64183741,20.46,T1
LC08_L1TP_013010_20200309_20200822_02_T1,2020-03-09,2020,69,15,OLI,True,14.85667936,15.12,T1
LC08_L1TP_010011_20200304_20200822_02_T1,2020-03-04,2020,64,15,OLI,True,14.1321115,1.26,T1
LC08_L1TP_010010_20200304_20200822_02_T1,2020-03-04,2020,64,15,OLI,True,12.89802216,20.11,T1
LC08_L1TP_012010_20200302_20200822_02_T1,2020-03-02,2020,62,15,OLI,True,12.12892084,1.68,T1
LC08_L1TP_011010_20200224_20200822_02_T1,2020-02-24,2020,55,15,OLI,True,9.48182563,19.58,T1
LC08_L1TP_013010_20200222_20200822_02_T1,2020-02-22,2020,53,15,OLI,True,8.74964609,34.9,T1
LC08_L1TP_010011_20200217_20200823_02_T1,2020-02-17,2020,48,15,OLI,True,8.18583309,7.92,T1
LC08_L1TP_010010_20200217_20200823_02_T1,2020-02-17,2020,48,15,OLI,True,6.95608253,22.16,T1
LC08_L1TP_012010_20200215_20200823_02_T1,2020-02-15,2020,46,15,OLI,True,6.26565363,37.05,T1
LC08_L1GT_081234_20210628_20210707_02_T2,2021-06-28,2021,179,23,OLI,True,10.9070195,83.79,T2
LC08_L1TP_010011_20210627_20210707_02_T1,2021-06-27,2021,178,15,OLI,True,43.5886425,81.69,T1
LC08_L1TP_010010_20210627_20210707_02_T1,2021-06-27,2021,178,15,OLI,True,42.33863379,27.8,T1
LC08_L1GT_083234_20210627_20210707_02_T2,2021-06-27,2021,178,0,OLI,True,10.97408696,78.64,T2
LC08_L1GT_012010_20210625_20210707_02_T2,2021-06-25,2021,176,15,OLI,True,42.41550774,99.68,T2
LC08_L1TP_082234_20210620_20210628_02_T1,2021-06-20,2021,171,0,OLI,True,10.99745197,10.11,T1
LC08_L1TP_011010_20210618_20210628_02_T1,2021-06-18,2021,169,15,OLI,True,42.47082739,0.17,T1
LC08_L1TP_084234_20210618_20210628_02_T2,2021-06-18,2021,169,0,OLI,True,10.94333492,68.53,T2
LC08_L1TP_084233_20210618_20210628_02_T2,2021-06-18,2021,169,0,OLI,True,9.5979667,69.23,T2
LC08_L1TP_013010_20210616_20210622_02_T1,2021-06-16,2021,167,15,OLI,True,42.42492818,60.74,T1
LC08_L1TP_081234_20210612_20210621_02_T1,2021-06-12,2021,163,23,OLI,True,10.69316567,37.3,T1
LC08_L1TP_010011_20210611_20210622_02_T1,2021-06-11,2021,162,15,OLI,True,43.4504879,65.22,T1
LC08_L1TP_010010_20210611_20210622_02_T1,2021-06-11,2021,162,15,OLI,True,42.18750083,17.76,T1
LC08_L1TP_083234_20210611_20210621_02_T1,2021-06-11,2021,162,0,OLI,True,10.54880229,16.07,T1
LC08_L1TP_012010_20210609_20210615_02_T1,2021-06-09,2021,160,15,OLI,True,42.04560998,1.4,T1
LC08_L1TP_082234_20210604_20210614_02_T1,2021-06-04,2021,155,0,OLI,True,9.84318762,11.88,T1
LC08_L1TP_011010_20210602_20210608_02_T1,2021-06-02,2021,153,15,OLI,True,41.33431933,0.03,T1
LC08_L1TP_084234_20210602_20210607_02_T1,2021-06-02,2021,153,0,OLI,True,9.58754474,12.14,T1
LC08_L1TP_084233_20210602_20210607_02_T1,2021-06-02,2021,153,0,OLI,True,8.23940587,1.56,T1
LC08_L1GT_013010_20210531_20210608_02_T2,2021-05-31,2021,151,15,OLI,True,41.0734153,99.99,T2
LC08_L1TP_081234_20210527_20210607_02_T1,2021-05-27,2021,147,23,OLI,True,8.84547349,56.29,T1
LC08_L1TP_010011_20210526_20210529_02_T1,2021-05-26,2021,146,15,OLI,True,41.57811766,93.57,T1
LC08_L1TP_010010_20210526_20210529_02_T1,2021-05-26,2021,146,15,OLI,True,40.30473689,73.28,T1
LC08_L1TP_083234_20210526_20210529_02_T1,2021-05-26,2021,146,0,OLI,True,8.51199539,29.05,T1
LC08_L1TP_012010_20210524_20210529_02_T1,2021-05-24,2021,144,15,OLI,True,39.95646906,74.58,T1
LC08_L1TP_082234_20210519_20210529_02_T1,2021-05-19,2021,139,0,OLI,True,7.1694782,21.41,T1
LC08_L1TP_011010_20210517_20210525_02_T1,2021-05-17,2021,137,15,OLI,True,38.54368803,12.08,T1
LC08_L1GT_084234_20210517_20210524_02_T2,2021-05-17,2021,137,0,OLI,True,6.74245058,50.2,T2
LC08_L1TP_084233_20210517_20210524_02_T2,2021-05-17,2021,137,0,OLI,True,5.39764634,24.51,T2
LC08_L1TP_013010_20210515_20210525_02_T1,2021-05-15,2021,135,15,OLI,True,38.09125964,13.14,T1
LC08_L1GT_081234_20210511_20210524_02_T2,2021-05-11,2021,131,23,OLI,True,5.58659742,36.38,T2
LC08_L1TP_010011_20210510_20210518_02_T1,2021-05-10,2021,130,15,OLI,True,38.13557752,58.73,T1
LC08_L1GT_010010_20210510_20210518_02_T2,2021-05-10,2021,130,15,OLI,True,36.85862653,64.85,T2
LC08_L1GT_083234_20210510_20210517_02_T2,2021-05-10,2021,130,0,OLI,True,5.09677665,58.71,T2
LC08_L1TP_012010_20210508_20210518_02_T1,2021-05-08,2021,128,15,OLI,True,36.33362604,8.78,T1
LC08_L1TP_011010_20210501_20210508_02_T1,2021-05-01,2021,121,15,OLI,True,34.3387279,0.0,T1
LC08_L1TP_013010_20210429_20210508_02_T1,2021-04-29,2021,119,15,OLI,True,33.73255178,3.91,T1
LC08_L1TP_010011_20210424_20210501_02_T1,2021-04-24,2021,114,15,OLI,True,33.40896947,11.39,T1
LC08_L1TP_010010_20210424_20210501_02_T1,2021-04-24,2021,114,15,OLI,True,32.13814926,55.04,T1
LC08_L1TP_012010_20210422_20210430_02_T1,2021-04-22,2021,112,15,OLI,True,31.47872475,46.6,T1
LC08_L1TP_011010_20210415_20210424_02_T1,2021-04-15,2021,105,15,OLI,True,29.05448768,12.51,T1
LC08_L1GT_013010_20210413_20210423_02_T2,2021-04-13,2021,103,15,OLI,True,28.33875513,92.49,T2
LC08_L1TP_010011_20210408_20210416_02_T1,2021-04-08,2021,98,15,OLI,True,27.75330479,100.0,T1
LC08_L1TP_010010_20210408_20210416_02_T1,2021-04-08,2021,98,15,OLI,True,26.49243519,29.14,T1
LC08_L1GT_012010_20210406_20210415_02_T2,2021-04-06,2021,96,15,OLI,True,25.74378626,100.0,T2
LC08_L1GT_011010_20210330_20210409_02_T2,2021-03-30,2021,89,15,OLI,True,23.05422404,100.0,T2
LC08_L1TP_013010_20210328_20210402_02_T1,2021-03-28,2021,87,15,OLI,True,22.27703653,1.07,T1
LC08_L1TP_010011_20210323_20210402_02_T1,2021-03-23,2021,82,15,OLI,True,21.55120102,61.65,T1
LC08_L1GT_010010_20210323_20210402_02_T2,2021-03-23,2021,82,15,OLI,True,20.30368095,100.0,T2
LC08_L1TP_012010_20210321_20210401_02_T1,2021-03-21,2021,80,15,OLI,True,19.51444039,39.47,T1
LC08_L1TP_011010_20210314_20210328_02_T1,2021-03-14,2021,73,15,OLI,True,16.73343613,3.84,T1
LC08_L1TP_013010_20210312_20210317_02_T1,2021-03-12,2021,71,15,OLI,True,15.9442858,14.72,T1
LC08_L1TP_010011_20210307_20210317_02_T1,2021-03-07,2021,66,15,OLI,True,15.20682728,26.62,T1
LC08_L1GT_010010_20210307_20210317_02_T2,2021-03-07,2021,66,15,OLI,True,13.97051584,99.99,T2
LC08_L1TP_012010_20210305_20210311_02_T1,2021-03-05,2021,64,15,OLI,True,13.19363949,11.54,T1
LC08_L1TP_011010_20210226_20210303_02_T1,2021-02-26,2021,57,15,OLI,True,10.51148104,29.64,T1
LC08_L1TP_013010_20210224_20210303_02_T1,2021-02-24,2021,55,15,OLI,True,9.76617904,29.77,T1
LC08_L1TP_010011_20210219_20210219_02_T1,2021-02-19,2021,50,15,OLI,True,9.16377687,20.02,T1
LC08_L1GT_010010_20210219_20220825_02_T2,2021-02-19,2021,50,15,OLI,True,7.9339602,5.14,T2
LC08_L1TP_012010_20210217_20210301_02_T1,2021-02-17,2021,48,15,OLI,True,7.22538061,5.77,T1
LC09_L1TP_011010_20220629_20230409_02_T1,2022-06-29,2022,180,15,OLI,True,42.24611547,95.15,T1
LC09_L1TP_084234_20220629_20230409_02_T1,2022-06-29,2022,180,0,OLI,True,10.92047877,0.14,T1
LC09_L1TP_084233_20220629_20230409_02_T1,2022-06-29,2022,180,0,OLI,True,9.58130705,0.49,T1
LC08_L1TP_012010_20220628_20220706_02_T1,2022-06-28,2022,179,15,OLI,True,42.30344607,0.59,T1
LC09_L1TP_013010_20220627_20230409_02_T1,2022-06-27,2022,178,15,OLI,True,42.34761761,10.12,T1
LC09_L1GT_081234_20220623_20230410_02_T2,2022-06-23,2022,174,23,OLI,True,11.02943367,79.86,T2
LC08_L1GT_082234_20220623_20220705_02_T2,2022-06-23,2022,174,0,OLI,True,11.00902301,99.95,T2
LC09_L1GT_010011_20220622_20230411_02_T2,2022-06-22,2022,173,15,OLI,True,43.73596169,96.97,T2
LC09_L1GT_010010_20220622_20230411_02_T2,2022-06-22,2022,173,15,OLI,True,42.48231969,62.08,T2
LC09_L1GT_083234_20220622_20230410_02_T2,2022-06-22,2022,173,0,OLI,True,11.02515099,99.97,T2
LC08_L1GT_011010_20220621_20220705_02_T2,2022-06-21,2022,172,15,OLI,True,42.49114225,90.21,T2
LC08_L1TP_084234_20220621_20220701_02_T1,2022-06-21,2022,172,0,OLI,True,10.99134353,2.25,T1
